,Product_Code,Week,Sales
6792,305,8,12
6793,306,8,9
6794,307,8,4
6795,308,8,5
6796,309,8,5
6797,310,8,5
6798,311,8,12
6799,312,8,0
6800,313,8,4
6801,314,8,10
6802,315,8,5
6803,316,8,10
6804,317,8,4
6805,318,8,8
6806,319,8,15
6807,320,8,6
6808,321,8,1
6809,322,8,8
6810,323,8,5
6811,324,8,9
6812,325,8,3
6813,326,8,7
6814,327,8,1
6815,328,8,5
6816,329,8,6
6817,330,8,10
6818,331,8,4
6819,332,8,10
6820,333,8,9
6821,334,8,10
6822,335,8,2
6823,336,8,3
6824,337,8,1
6825,338,8,3
6826,339,8,2
6827,340,8,0
6828,341,8,3
6829,342,8,2
6830,343,8,1
6831,344,8,2
6832,345,8,1
6833,346,8,0
6834,347,8,1
6835,348,8,1
6836,349,8,0
6837,350,8,0
6838,351,8,0
6839,352,8,1
6840,354,8,0
6841,355,8,0
6842,356,8,10
6843,357,8,3
6844,358,8,1
6845,359,8,6
6846,360,8,1
6847,361,8,2
6848,362,8,1
6849,363,8,0
6850,364,8,10
6851,365,8,3
6852,366,8,3
6853,367,8,2
6854,368,8,7
6855,369,8,4
6856,370,8,2
6857,371,8,2
6858,372,8,1
6859,373,8,2
6860,374,8,1
6861,375,8,1
6862,376,8,0
6863,377,8,0
6864,378,8,0
6865,379,8,0
6866,380,8,0
6867,381,8,0
6868,382,8,0
6869,383,8,0
6870,384,8,0
6871,386,8,0
6872,387,8,0
6873,388,8,1
6874,389,8,2
6875,390,8,3
6876,391,8,4
6877,392,8,7
6878,393,8,1
6879,394,8,1
6880,395,8,1
6881,396,8,4
6882,397,8,11
6883,398,8,11
6884,399,8,12
6885,400,8,12
6886,401,8,7
6887,402,8,4
6888,403,8,17
6889,404,8,8
6890,405,8,28
6891,406,8,14
6892,407,8,23
6893,408,8,16
6894,409,8,49
6895,410,8,22
6896,411,8,14
6897,412,8,1
6898,413,8,7
6899,414,8,5
6900,415,8,6
6901,416,8,1
6902,417,8,1
6903,418,8,0
6904,419,8,0
6905,420,8,0
6906,421,8,0
6907,422,8,1
6908,423,8,0
6909,424,8,0
6910,425,8,0
6911,426,8,0
6912,427,8,0
6913,428,8,0
6914,429,8,10
6915,430,8,12
6916,431,8,8
6917,432,8,8
6918,433,8,3
6919,434,8,3
6920,435,8,13
6921,436,8,6
6922,437,8,4
6923,438,8,0
6924,439,8,0
6925,440,8,0
6926,441,8,0
6927,442,8,0
6928,443,8,0
6929,444,8,0
6930,445,8,0
6931,446,8,0
6932,447,8,0
6933,448,8,0
6934,449,8,0
6935,450,8,0
6936,451,8,0
6937,452,8,1
6938,453,8,1
6939,454,8,0
6940,455,8,0
6941,456,8,0
6942,457,8,0
6943,458,8,0
6944,459,8,0
6945,460,8,0
6946,461,8,0
6947,462,8,0
6948,463,8,0
6949,464,8,0
6950,465,8,0
6951,466,8,0
6952,467,8,0
6953,468,8,0
6954,469,8,0
6955,470,8,0
6956,471,8,0
6957,472,8,0
6958,473,8,0
6959,474,8,0
6960,475,8,3
6961,476,8,2
6962,477,8,1
6963,478,8,0
6964,479,8,0
6965,480,8,0
6966,481,8,1
6967,482,8,0
6968,483,8,0
6969,484,8,4
6970,485,8,12
6971,486,8,30
6972,487,8,15
6973,488,8,9
6974,489,8,4
6975,490,8,13
6976,491,8,13
6977,492,8,8
6978,493,8,12
6979,494,8,11
6980,495,8,17
6981,496,8,5
6982,497,8,5
6983,498,8,7
6984,499,8,8
6985,500,8,10
6986,501,8,2
6987,502,8,16
6988,503,8,14
6989,504,8,15
6990,505,8,18
6991,506,8,16
6992,507,8,18
6993,508,8,8
6994,509,8,5
6995,510,8,6
6996,511,8,21
6997,512,8,16
6998,513,8,24
6999,514,8,16
7000,515,8,6
7001,516,8,21
7002,517,8,10
7003,518,8,14
7004,519,8,27
7005,520,8,18
7006,521,8,7
7007,522,8,10
7008,523,8,10
7009,524,8,11
7010,525,8,21
7011,526,8,20
7012,527,8,8
7013,528,8,17
7014,529,8,15
7015,530,8,14
7016,531,8,3
7017,532,8,15
7018,533,8,27
7019,534,8,13
7020,535,8,19
7021,536,8,12
7022,537,8,16
7023,538,8,15
7024,539,8,12
7025,540,8,23
7026,541,8,13
7027,542,8,13
7028,543,8,7
7029,544,8,16
7030,545,8,11
7031,546,8,11
7032,547,8,13
7033,548,8,40
7034,549,8,40
7035,550,8,10
7036,551,8,11
7037,552,8,9
7038,553,8,4
7039,554,8,17
7040,555,8,14
7041,556,8,14
7042,557,8,25
7043,558,8,14
7044,559,8,6
7045,560,8,11
7046,561,8,4
7047,562,8,5
7048,563,8,9
7049,564,8,11
7050,565,8,11
7051,566,8,18
7052,567,8,2
7053,568,8,5
7054,569,8,1
7055,570,8,1
7056,571,8,4
7057,572,8,0
7058,573,8,6
7059,574,8,1
7060,575,8,0
7061,576,8,0
7062,577,8,1
7063,578,8,0
7064,579,8,0
7065,580,8,0
7066,581,8,2
7067,582,8,4
7068,583,8,1
7069,584,8,6
7070,585,8,2
7071,586,8,3
7072,587,8,0
7073,588,8,2
7074,589,8,0
7075,590,8,2
7076,591,8,4
7077,592,8,1
7078,593,8,3
7079,594,8,3
7080,595,8,3
7081,596,8,3
7082,597,8,0
7083,598,8,12
7084,599,8,1
7085,600,8,0
7086,601,8,0
7087,602,8,0
7088,603,8,1
7089,604,8,1
7090,605,8,0
7091,606,8,1
7092,607,8,1
7093,608,8,1
7094,609,8,3
7095,610,8,5
7096,611,8,3
7097,612,8,20
7098,613,8,33
7099,614,8,4
7100,615,8,15
7101,616,8,5
7102,617,8,34
7103,618,8,42
7104,619,8,40
7105,620,8,30
7106,621,8,39
7107,622,8,26
7108,623,8,41
7109,624,8,9
7110,625,8,8
7111,626,8,8
7112,627,8,13
7113,628,8,7
7114,629,8,8
7115,630,8,13
7116,631,8,11
7117,632,8,4
7118,633,8,9
7119,634,8,10
7120,635,8,14
7121,636,8,14
7122,637,8,2
7123,638,8,13
7124,639,8,0
7125,640,8,18
7126,641,8,3
7127,642,8,5
7128,643,8,0
7129,644,8,0
7130,646,8,0
7131,647,8,0
7132,649,8,0
7133,650,8,0
7134,651,8,0
7135,652,8,0
7136,653,8,0
7137,654,8,0
7138,655,8,0
7139,656,8,0
7140,657,8,0
7141,658,8,0
7142,659,8,0
7143,660,8,0
7144,661,8,0
7145,662,8,0
7146,663,8,0
7147,664,8,0
7148,665,8,0
7149,666,8,1
7150,667,8,1
7151,668,8,0
7152,669,8,0
7153,670,8,1
7154,671,8,0
7155,672,8,0
7156,673,8,0
7157,674,8,3
7158,675,8,3
7159,676,8,1
7160,677,8,0
7161,678,8,0
7162,679,8,0
7163,680,8,0
7164,681,8,0
7165,682,8,0
7166,683,8,0
7167,684,8,0
7168,685,8,0
7169,686,8,2
7170,687,8,2
7171,688,8,0
7172,689,8,0
7173,690,8,0
7174,691,8,0
7175,692,8,2
7176,693,8,2
7177,694,8,0
7178,695,8,0
7179,696,8,0
7180,697,8,0
7181,698,8,3
7182,699,8,2
7183,700,8,1
7184,701,8,4
7185,702,8,5
7186,703,8,1
7187,704,8,1
7188,705,8,4
7189,706,8,2
7190,707,8,0
7191,708,8,0
7192,711,8,0
7193,712,8,0
7194,713,8,0
7195,714,8,0
7196,715,8,0
7197,716,8,0
7198,717,8,0
7199,718,8,0
7200,719,8,0
7201,720,8,0
7202,721,8,0
7203,722,8,0
7204,724,8,0
7205,726,8,0
7206,727,8,4
7207,728,8,0
7208,729,8,0
7209,730,8,0
7210,731,8,0
7211,732,8,1
7212,733,8,0
7213,734,8,1
7214,735,8,0
7215,736,8,0
7216,737,8,3
7217,738,8,0
7218,739,8,0
7219,740,8,0
7220,741,8,0
7221,742,8,0
7222,743,8,1
7223,744,8,0
7224,745,8,4
7225,746,8,1
7226,747,8,5
7227,748,8,0
7228,749,8,0
7229,750,8,0
7230,751,8,0
7231,752,8,3
7232,753,8,1
7233,754,8,0
7234,755,8,2
7235,756,8,0
7236,757,8,0
7237,758,8,0
7238,759,8,0
7239,760,8,0
7240,761,8,0
7241,762,8,3
7242,763,8,0
7243,764,8,2
7244,765,8,2
7245,766,8,0
7246,767,8,0
7247,768,8,3
7248,769,8,2
7249,770,8,1
7250,771,8,0
7251,772,8,0
7252,773,8,0
7253,774,8,0
7254,775,8,0
7255,776,8,0
7256,777,8,0
7257,778,8,0
7258,779,8,0
7259,780,8,0
7260,781,8,15
7261,782,8,4
7262,783,8,17
7263,784,8,1
7264,785,8,3
7265,786,8,3
7266,787,8,1
7267,788,8,1
7268,789,8,5
7269,790,8,0
7270,791,8,6
7271,792,8,2
7272,793,8,1
7273,794,8,0
7274,795,8,1
7275,796,8,4
7276,797,8,3
7277,798,8,1
7278,799,8,1
7279,800,8,0
7280,801,8,6
7281,802,8,0
7282,803,8,3
7283,804,8,2
7284,805,8,3
7285,806,8,5
7286,807,8,0
7287,808,8,3
7288,809,8,0
7289,810,8,0
7290,811,8,2
7291,812,8,2
7292,813,8,1
7293,814,8,3
7294,815,8,0
7295,816,8,0
7296,817,8,1
7297,818,8,1
7298,819,8,0
7299,1,9,14
7300,2,9,3
7301,3,9,6
7302,4,9,11
7303,5,9,9
7304,6,9,3
7305,7,9,3
7306,8,9,10
7307,9,9,12
7308,10,9,20
7309,11,9,8
7310,12,9,3
7311,13,9,17
7312,14,9,10
7313,15,9,52
7314,16,9,38
7315,17,9,33
7316,18,9,36
7317,19,9,40
7318,20,9,10
7319,21,9,12
7320,22,9,13
7321,23,9,5
7322,24,9,39
7323,25,9,32
7324,26,9,14
7325,27,9,39
7326,28,9,33
7327,29,9,12
7328,30,9,33
7329,31,9,9
7330,32,9,15
7331,33,9,6
7332,34,9,29
7333,35,9,41
7334,36,9,48
7335,37,9,29
7336,38,9,46
7337,39,9,40
7338,40,9,40
7339,41,9,48
7340,42,9,38
7341,43,9,38
7342,44,9,27
7343,45,9,41
7344,46,9,32
7345,47,9,34
7346,48,9,45
7347,49,9,48
7348,50,9,8
7349,51,9,18
7350,52,9,36
7351,53,9,5
7352,54,9,38
7353,55,9,29
7354,56,9,42
7355,57,9,45
7356,58,9,42
7357,59,9,13
7358,60,9,34
7359,61,9,33
7360,62,9,15
7361,63,9,34
7362,64,9,30
7363,65,9,5
7364,66,9,45
7365,67,9,37
7366,68,9,19
7367,69,9,26
7368,70,9,33
7369,71,9,10
7370,72,9,34
7371,73,9,33
7372,74,9,11
7373,75,9,45
7374,76,9,45
7375,77,9,6
7376,78,9,36
7377,79,9,38
7378,80,9,31
7379,81,9,4
7380,82,9,7
7381,83,9,37
7382,84,9,42
7383,85,9,27
7384,86,9,36
7385,87,9,41
7386,88,9,38
7387,89,9,49
7388,90,9,35
7389,91,9,6
7390,92,9,43
7391,93,9,9
7392,94,9,9
7393,95,9,12
7394,96,9,39
7395,97,9,43
7396,98,9,4
7397,99,9,9
7398,100,9,10
7399,101,9,45
7400,102,9,38
7401,103,9,13
7402,104,9,7
7403,105,9,3
7404,106,9,15
7405,107,9,17
7406,108,9,3
7407,109,9,14
7408,110,9,9
7409,111,9,6
7410,112,9,34
7411,113,9,27
7412,114,9,14
7413,115,9,11
7414,116,9,9
7415,117,9,4
7416,118,9,13
7417,119,9,49
7418,120,9,39
7419,121,9,7
7420,122,9,17
7421,123,9,2
7422,124,9,7
7423,125,9,14
7424,126,9,6
7425,127,9,3
7426,128,9,40
7427,129,9,34
7428,130,9,46
7429,131,9,31
7430,132,9,45
7431,133,9,38
7432,134,9,34
7433,135,9,31
7434,136,9,37
7435,137,9,40
7436,138,9,36
7437,139,9,36
7438,140,9,27
7439,141,9,37
7440,142,9,35
7441,143,9,41
7442,144,9,5
7443,145,9,7
7444,146,9,11
7445,147,9,9
7446,148,9,5
7447,149,9,11
7448,150,9,3
7449,151,9,3
7450,152,9,12
7451,153,9,14
7452,154,9,5
7453,155,9,5
7454,156,9,6
7455,157,9,8
7456,158,9,7
7457,159,9,7
7458,160,9,6
7459,161,9,9
7460,162,9,9
7461,163,9,3
7462,164,9,7
7463,165,9,16
7464,166,9,7
7465,167,9,36
7466,168,9,45
7467,169,9,39
7468,170,9,42
7469,171,9,13
7470,172,9,29
7471,173,9,38
7472,174,9,41
7473,175,9,37
7474,176,9,32
7475,177,9,40
7476,178,9,39
7477,179,9,38
7478,180,9,34
7479,181,9,46
7480,182,9,37
7481,183,9,30
7482,184,9,44
7483,185,9,35
7484,186,9,44
7485,187,9,38
7486,188,9,20
7487,189,9,32
7488,190,9,35
7489,191,9,40
7490,192,9,39
7491,193,9,43
7492,194,9,37
7493,195,9,5
7494,196,9,39
7495,197,9,12
7496,198,9,16
7497,199,9,5
7498,200,9,12
7499,201,9,7
7500,202,9,16
7501,203,9,3
7502,204,9,1
7503,205,9,11
7504,206,9,5
7505,207,9,6
7506,208,9,26
7507,209,9,14
7508,210,9,11
7509,211,9,11
7510,212,9,0
7511,213,9,0
7512,214,9,0
7513,215,9,0
7514,216,9,0
7515,217,9,0
7516,218,9,0
7517,219,9,0
7518,220,9,0
7519,221,9,0
7520,222,9,0
7521,223,9,0
7522,224,9,1
7523,225,9,0
7524,226,9,0
7525,227,9,0
7526,228,9,0
7527,229,9,0
7528,230,9,0
7529,231,9,0
7530,232,9,0
7531,233,9,0
7532,234,9,0
7533,235,9,0
7534,236,9,0
7535,237,9,0
7536,238,9,0
7537,239,9,0
7538,240,9,0
7539,241,9,0
7540,242,9,0
7541,243,9,0
7542,244,9,0
7543,245,9,1
7544,246,9,0
7545,247,9,0
7546,248,9,0
7547,249,9,0
7548,250,9,0
7549,251,9,0
7550,252,9,0
7551,253,9,0
7552,254,9,0
7553,255,9,0
7554,256,9,0
7555,257,9,1
7556,258,9,0
7557,259,9,0
7558,260,9,0
7559,261,9,19
7560,262,9,34
7561,263,9,18
7562,264,9,7
7563,265,9,1
7564,266,9,14
7565,267,9,12
7566,268,9,18
7567,269,9,7
7568,270,9,13
7569,271,9,5
7570,272,9,0
7571,273,9,0
7572,274,9,0
7573,275,9,0
7574,276,9,0
7575,277,9,0
7576,278,9,0
7577,279,9,0
7578,280,9,0
7579,281,9,0
7580,282,9,0
7581,283,9,1
7582,284,9,19
7583,285,9,7
7584,286,9,19
7585,287,9,0
7586,288,9,0
7587,289,9,2
7588,290,9,1
7589,291,9,3
7590,292,9,6
7591,293,9,5
7592,294,9,12
7593,295,9,3
7594,296,9,4
7595,297,9,7
7596,298,9,4
7597,299,9,7
7598,300,9,3
7599,301,9,9
7600,302,9,3
7601,303,9,5
7602,304,9,8
7603,305,9,2
7604,306,9,6
7605,307,9,6
7606,308,9,5
7607,309,9,16
7608,310,9,2
7609,311,9,4
7610,312,9,2
7611,313,9,4
7612,314,9,13
7613,315,9,1
7614,316,9,9
7615,317,9,8
7616,318,9,8
7617,319,9,5
7618,320,9,5
7619,321,9,2
7620,322,9,6
7621,323,9,4
7622,324,9,10
7623,325,9,5
7624,326,9,4
7625,327,9,0
7626,328,9,0
7627,329,9,6
7628,330,9,2
7629,331,9,10
7630,332,9,10
7631,333,9,9
7632,334,9,12
7633,335,9,5
7634,336,9,3
7635,337,9,3
7636,338,9,5
7637,339,9,1
7638,340,9,0
7639,341,9,1
7640,342,9,4
7641,343,9,1
7642,344,9,0
7643,345,9,1
7644,346,9,0
7645,347,9,0
7646,348,9,0
7647,349,9,0
7648,350,9,0
7649,351,9,0
7650,352,9,0
7651,354,9,0
7652,355,9,0
7653,356,9,0
7654,357,9,2
7655,358,9,0
7656,359,9,4
7657,360,9,0
7658,361,9,2
7659,362,9,3
7660,363,9,0
7661,364,9,13
7662,365,9,3
7663,366,9,1
7664,367,9,1
7665,368,9,2
7666,369,9,2
7667,370,9,5
7668,371,9,3
7669,372,9,1
7670,373,9,1
7671,374,9,1
7672,375,9,0
7673,376,9,0
7674,377,9,0
7675,378,9,0
7676,379,9,1
7677,380,9,0
7678,381,9,0
7679,382,9,0
7680,383,9,0
7681,384,9,0
7682,386,9,0
7683,387,9,6
7684,388,9,1
7685,389,9,1
7686,390,9,6
7687,391,9,3
7688,392,9,8
7689,393,9,1
7690,394,9,5
7691,395,9,3
7692,396,9,1
7693,397,9,8
7694,398,9,11
7695,399,9,21
7696,400,9,20
7697,401,9,3
7698,402,9,4
7699,403,9,14
7700,404,9,11
7701,405,9,10
7702,406,9,12
7703,407,9,23
7704,408,9,16
7705,409,9,46
7706,410,9,15
7707,411,9,18
7708,412,9,5
7709,413,9,4
7710,414,9,4
7711,415,9,3
7712,416,9,2
7713,417,9,1
7714,418,9,0
7715,419,9,0
7716,420,9,0
7717,421,9,0
7718,422,9,2
7719,423,9,0
7720,424,9,0
7721,425,9,0
7722,426,9,0
7723,427,9,1
7724,428,9,0
7725,429,9,10
7726,430,9,13
7727,431,9,7
7728,432,9,8
7729,433,9,5
7730,434,9,2
7731,435,9,20
7732,436,9,9
7733,437,9,7
7734,438,9,0
7735,439,9,0
7736,440,9,1
7737,441,9,0
7738,442,9,0
7739,443,9,1
7740,444,9,0
7741,445,9,3
7742,446,9,1
7743,447,9,0
7744,448,9,0
7745,449,9,0
7746,450,9,0
7747,451,9,1
7748,452,9,0
7749,453,9,2
7750,454,9,0
7751,455,9,0
7752,456,9,1
7753,457,9,0
7754,458,9,0
7755,459,9,0
7756,460,9,0
7757,461,9,0
7758,462,9,0
7759,463,9,0
7760,464,9,1
7761,465,9,0
7762,466,9,0
7763,467,9,0
7764,468,9,0
7765,469,9,0
7766,470,9,0
7767,471,9,0
7768,472,9,0
7769,473,9,0
7770,474,9,0
7771,475,9,0
7772,476,9,2
7773,477,9,0
7774,478,9,0
7775,479,9,0
7776,480,9,1
7777,481,9,0
7778,482,9,1
7779,483,9,0
7780,484,9,1
7781,485,9,9
7782,486,9,23
7783,487,9,11
7784,488,9,10
7785,489,9,8
7786,490,9,11
7787,491,9,12
7788,492,9,10
7789,493,9,17
7790,494,9,12
7791,495,9,31
7792,496,9,10
7793,497,9,4
7794,498,9,8
7795,499,9,6
7796,500,9,8
7797,501,9,5
7798,502,9,15
7799,503,9,12
7800,504,9,12
7801,505,9,17
7802,506,9,18
7803,507,9,18
7804,508,9,10
7805,509,9,7
7806,510,9,9
7807,511,9,42
7808,512,9,20
7809,513,9,21
7810,514,9,7
7811,515,9,11
7812,516,9,13
7813,517,9,13
7814,518,9,7
7815,519,9,23
7816,520,9,14
7817,521,9,21
7818,522,9,7
7819,523,9,10
7820,524,9,10
7821,525,9,16
7822,526,9,14
7823,527,9,17
7824,528,9,15
7825,529,9,7
7826,530,9,21
7827,531,9,3
7828,532,9,4
7829,533,9,23
7830,534,9,11
7831,535,9,23
7832,536,9,9
7833,537,9,19
7834,538,9,6
7835,539,9,3
7836,540,9,27
7837,541,9,8
7838,542,9,12
7839,543,9,13
7840,544,9,16
7841,545,9,22
7842,546,9,12
7843,547,9,17
7844,548,9,37
7845,549,9,44
7846,550,9,8
7847,551,9,7
7848,552,9,9
7849,553,9,3
7850,554,9,17
7851,555,9,9
7852,556,9,11
7853,557,9,32
7854,558,9,9
7855,559,9,15
7856,560,9,9
7857,561,9,8
7858,562,9,9
7859,563,9,7
7860,564,9,13
7861,565,9,9
7862,566,9,18
7863,567,9,5
7864,568,9,5
7865,569,9,5
7866,570,9,4
7867,571,9,2
7868,572,9,2
7869,573,9,2
7870,574,9,1
7871,575,9,1
7872,576,9,0
7873,577,9,1
7874,578,9,0
7875,579,9,0
7876,580,9,1
7877,581,9,4
7878,582,9,3
7879,583,9,3
7880,584,9,4
7881,585,9,2
7882,586,9,8
7883,587,9,5
7884,588,9,6
7885,589,9,1
7886,590,9,1
7887,591,9,4
7888,592,9,1
7889,593,9,3
7890,594,9,1
7891,595,9,4
7892,596,9,4
7893,597,9,0
7894,598,9,12
7895,599,9,3
7896,600,9,1
7897,601,9,0
7898,602,9,0
7899,603,9,0
7900,604,9,0
7901,605,9,0
7902,606,9,1
7903,607,9,0
7904,608,9,0
7905,609,9,4
7906,610,9,2
7907,611,9,3
7908,612,9,13
7909,613,9,31
7910,614,9,3
7911,615,9,27
7912,616,9,6
7913,617,9,34
7914,618,9,41
7915,619,9,34
7916,620,9,32
7917,621,9,39
7918,622,9,42
7919,623,9,31
7920,624,9,13
7921,625,9,17
7922,626,9,12
7923,627,9,13
7924,628,9,4
7925,629,9,15
7926,630,9,9
7927,631,9,18
7928,632,9,4
7929,633,9,12
7930,634,9,9
7931,635,9,9
7932,636,9,8
7933,637,9,2
7934,638,9,15
7935,639,9,0
7936,640,9,11
7937,641,9,5
7938,642,9,2
7939,643,9,0
7940,644,9,0
7941,646,9,0
7942,647,9,0
7943,649,9,0
7944,650,9,0
7945,651,9,1
7946,652,9,0
7947,653,9,0
7948,654,9,0
7949,655,9,0
7950,656,9,0
7951,657,9,0
7952,658,9,0
7953,659,9,0
7954,660,9,0
7955,661,9,0
7956,662,9,0
7957,663,9,0
7958,664,9,2
7959,665,9,0
7960,666,9,0
7961,667,9,0
7962,668,9,0
7963,669,9,0
7964,670,9,0
7965,671,9,1
7966,672,9,0
7967,673,9,5
7968,674,9,8
7969,675,9,2
7970,676,9,2
7971,677,9,0
7972,678,9,0
7973,679,9,1
7974,680,9,0
7975,681,9,0
7976,682,9,0
7977,683,9,0
7978,684,9,0
7979,685,9,0
7980,686,9,2
7981,687,9,1
7982,688,9,1
7983,689,9,0
7984,690,9,0
7985,691,9,0
7986,692,9,3
7987,693,9,2
7988,694,9,0
7989,695,9,0
7990,696,9,0
7991,697,9,0
7992,698,9,0
7993,699,9,0
7994,700,9,1
7995,701,9,2
7996,702,9,5
7997,703,9,1
7998,704,9,0
7999,705,9,6
8000,706,9,2
8001,707,9,0
8002,708,9,0
8003,711,9,0
8004,712,9,0
8005,713,9,0
8006,714,9,0
8007,715,9,0
8008,716,9,0
8009,717,9,0
8010,718,9,0
8011,719,9,0
8012,720,9,0
8013,721,9,0
8014,722,9,0
8015,724,9,1
8016,726,9,0
8017,727,9,1
8018,728,9,0
8019,729,9,0
8020,730,9,0
8021,731,9,2
8022,732,9,2
8023,733,9,0
8024,734,9,0
8025,735,9,0
8026,736,9,0
8027,737,9,0
8028,738,9,1
8029,739,9,0
8030,740,9,0
8031,741,9,0
8032,742,9,0
8033,743,9,1
8034,744,9,0
8035,745,9,4
8036,746,9,1
8037,747,9,3
8038,748,9,0
8039,749,9,0
8040,750,9,0
8041,751,9,0
8042,752,9,1
8043,753,9,0
8044,754,9,0
8045,755,9,0
8046,756,9,2
8047,757,9,0
8048,758,9,0
8049,759,9,0
8050,760,9,0
8051,761,9,0
8052,762,9,1
8053,763,9,0
8054,764,9,2
8055,765,9,1
8056,766,9,0
8057,767,9,1
8058,768,9,4
8059,769,9,0
8060,770,9,0
8061,771,9,0
8062,772,9,0
8063,773,9,0
8064,774,9,0
8065,775,9,0
8066,776,9,0
8067,777,9,0
8068,778,9,0
8069,779,9,0
8070,780,9,0
8071,781,9,19
8072,782,9,2
8073,783,9,22
8074,784,9,4
8075,785,9,0
8076,786,9,2
8077,787,9,1
8078,788,9,5
8079,789,9,1
8080,790,9,4
8081,791,9,4
8082,792,9,0
8083,793,9,2
8084,794,9,1
8085,795,9,0
8086,796,9,5
8087,797,9,2
8088,798,9,3
8089,799,9,3
8090,800,9,0
8091,801,9,1
8092,802,9,0
8093,803,9,1
8094,804,9,3
8095,805,9,1
8096,806,9,7
8097,807,9,2
8098,808,9,1
8099,809,9,2
8100,810,9,0
8101,811,9,3
8102,812,9,2
8103,813,9,3
8104,814,9,2
8105,815,9,1
8106,816,9,1
8107,817,9,0
8108,818,9,0
8109,819,9,0
8110,1,10,11
8111,2,10,2
8112,3,10,14
8113,4,10,8
8114,5,10,11
8115,6,10,1
8116,7,10,5
8117,8,10,8
8118,9,10,15
8119,10,10,31
8120,11,10,8
8121,12,10,5
8122,13,10,11
8123,14,10,10
8124,15,10,39
8125,16,10,42
8126,17,10,39
8127,18,10,23
8128,19,10,43
8129,20,10,8
8130,21,10,13
8131,22,10,9
8132,23,10,7
8133,24,10,44
8134,25,10,45
8135,26,10,16
8136,27,10,47
8137,28,10,37
8138,29,10,18
8139,30,10,46
8140,31,10,4
8141,32,10,5
8142,33,10,11
8143,34,10,51
8144,35,10,41
8145,36,10,47
8146,37,10,31
8147,38,10,53
8148,39,10,41
8149,40,10,47
8150,41,10,32
8151,42,10,33
8152,43,10,56
8153,44,10,29
8154,45,10,33
8155,46,10,37
8156,47,10,37
8157,48,10,43
8158,49,10,28
8159,50,10,13
8160,51,10,19
8161,52,10,44
8162,53,10,5
8163,54,10,33
8164,55,10,42
8165,56,10,42
8166,57,10,27
8167,58,10,28
8168,59,10,11
8169,60,10,34
8170,61,10,35
8171,62,10,15
8172,63,10,50
8173,64,10,48
8174,65,10,16
8175,66,10,48
8176,67,10,42
8177,68,10,7
8178,69,10,48
8179,70,10,26
8180,71,10,12
8181,72,10,43
8182,73,10,44
8183,74,10,10
8184,75,10,52
8185,76,10,26
8186,77,10,8
8187,78,10,44
8188,79,10,37
8189,80,10,39
8190,81,10,9
8191,82,10,8
8192,83,10,30
8193,84,10,46
8194,85,10,35
8195,86,10,36
8196,87,10,34
8197,88,10,28
8198,89,10,49
8199,90,10,38
8200,91,10,6
8201,92,10,41
8202,93,10,10
8203,94,10,9
8204,95,10,13
8205,96,10,24
8206,97,10,35
8207,98,10,5
8208,99,10,7
8209,100,10,9
8210,101,10,52
8211,102,10,33
8212,103,10,8
8213,104,10,10
8214,105,10,8
8215,106,10,12
8216,107,10,18
8217,108,10,0
8218,109,10,3
8219,110,10,13
8220,111,10,3
8221,112,10,39
8222,113,10,38
8223,114,10,10
8224,115,10,16
8225,116,10,7
8226,117,10,3
8227,118,10,8
8228,119,10,37
8229,120,10,32
8230,121,10,14
8231,122,10,8
8232,123,10,4
8233,124,10,11
8234,125,10,15
8235,126,10,6
8236,127,10,1
8237,128,10,46
8238,129,10,41
8239,130,10,39
8240,131,10,45
8241,132,10,48
8242,133,10,47
8243,134,10,38
8244,135,10,43
8245,136,10,35
8246,137,10,33
8247,138,10,33
8248,139,10,31
8249,140,10,28
8250,141,10,34
8251,142,10,43
8252,143,10,36
8253,144,10,6
8254,145,10,12
8255,146,10,10
8256,147,10,12
8257,148,10,3
8258,149,10,9
8259,150,10,4
8260,151,10,8
8261,152,10,16
8262,153,10,10
8263,154,10,8
8264,155,10,2
8265,156,10,3
8266,157,10,9
8267,158,10,7
8268,159,10,2
8269,160,10,7
8270,161,10,4
8271,162,10,18
8272,163,10,1
8273,164,10,8
8274,165,10,10
8275,166,10,16
8276,167,10,48
8277,168,10,39
8278,169,10,32
8279,170,10,32
8280,171,10,14
8281,172,10,45
8282,173,10,41
8283,174,10,34
8284,175,10,29
8285,176,10,45
8286,177,10,36
8287,178,10,33
8288,179,10,33
8289,180,10,51
8290,181,10,26
8291,182,10,47
8292,183,10,37
8293,184,10,38
8294,185,10,43
8295,186,10,35
8296,187,10,28
8297,188,10,25
8298,189,10,38
8299,190,10,43
8300,191,10,40
8301,192,10,26
8302,193,10,49
8303,194,10,34
8304,195,10,8
8305,196,10,37
8306,197,10,12
8307,198,10,10
8308,199,10,3
8309,200,10,14
8310,201,10,7
8311,202,10,5
8312,203,10,5
8313,204,10,0
8314,205,10,12
8315,206,10,0
8316,207,10,10
8317,208,10,43
8318,209,10,13
8319,210,10,13
8320,211,10,19
8321,212,10,0
8322,213,10,1
8323,214,10,0
8324,215,10,0
8325,216,10,0
8326,217,10,0
8327,218,10,0
8328,219,10,1
8329,220,10,0
8330,221,10,0
8331,222,10,1
8332,223,10,1
8333,224,10,1
8334,225,10,0
8335,226,10,0
8336,227,10,0
8337,228,10,0
8338,229,10,1
8339,230,10,0
8340,231,10,0
8341,232,10,0
8342,233,10,0
8343,234,10,0
8344,235,10,0
8345,236,10,0
